Close,1,2,3,4,5,6,7,8,9,10,11,1P,2P,3P,4P,5P,6P,7P,8P,9P,10P
89.5,88.87,89.36,89.47,89.79,90.82,90.2,89.51,89.12,89.35,88.95,88.88,-0.548343778,-0.122946239,-0.3563871255,-1.134111429,0.6873614191,0.7708635907,0.4376122083,-0.2574146614,0.4496908375,0.07875787579
89.64,89.5,88.87,89.36,89.47,89.79,90.82,90.2,89.51,89.12,89.35,88.95,0.7089006414,-0.548343778,-0.122946239,-0.3563871255,-1.134111429,0.6873614191,0.7708635907,0.4376122083,-0.2574146614,0.4496908375
89.41,89.64,89.5,88.87,89.36,89.47,89.79,90.82,90.2,89.51,89.12,89.35,0.156424581,0.7089006414,-0.548343778,-0.122946239,-0.3563871255,-1.134111429,0.6873614191,0.7708635907,0.4376122083,-0.2574146614
89.21,89.41,89.64,89.5,88.87,89.36,89.47,89.79,90.82,90.2,89.51,89.12,-0.2565818831,0.156424581,0.7089006414,-0.548343778,-0.122946239,-0.3563871255,-1.134111429,0.6873614191,0.7708635907,0.4376122083
88.46,89.21,89.41,89.64,89.5,88.87,89.36,89.47,89.79,90.82,90.2,89.51,-0.2236886254,-0.2565818831,0.156424581,0.7089006414,-0.548343778,-0.122946239,-0.3563871255,-1.134111429,0.6873614191,0.7708635907
88.86,88.46,89.21,89.41,89.64,89.5,88.87,89.36,89.47,89.79,90.82,90.2,-0.8407129246,-0.2236886254,-0.2565818831,0.156424581,0.7089006414,-0.548343778,-0.122946239,-0.3563871255,-1.134111429,0.6873614191
89.64,88.86,88.46,89.21,89.41,89.64,89.5,88.87,89.36,89.47,89.79,90.82,0.4521817771,-0.8407129246,-0.2236886254,-0.2565818831,0.156424581,0.7089006414,-0.548343778,-0.122946239,-0.3563871255,-1.134111429
89.79,89.64,88.86,88.46,89.21,89.41,89.64,89.5,88.87,89.36,89.47,89.79,0.8777852802,0.4521817771,-0.8407129246,-0.2236886254,-0.2565818831,0.156424581,0.7089006414,-0.548343778,-0.122946239,-0.3563871255
90.17,89.79,89.64,88.86,88.46,89.21,89.41,89.64,89.5,88.87,89.36,89.47,0.1673360107,0.8777852802,0.4521817771,-0.8407129246,-0.2236886254,-0.2565818831,0.156424581,0.7089006414,-0.548343778,-0.122946239
90.49,90.17,89.79,89.64,88.86,88.46,89.21,89.41,89.64,89.5,88.87,89.36,0.4232097115,0.1673360107,0.8777852802,0.4521817771,-0.8407129246,-0.2236886254,-0.2565818831,0.156424581,0.7089006414,-0.548343778
90.25,90.49,90.17,89.79,89.64,88.86,88.46,89.21,89.41,89.64,89.5,88.87,0.3548852168,0.4232097115,0.1673360107,0.8777852802,0.4521817771,-0.8407129246,-0.2236886254,-0.2565818831,0.156424581,0.7089006414
90.11,90.25,90.49,90.17,89.79,89.64,88.86,88.46,89.21,89.41,89.64,89.5,-0.2652226765,0.3548852168,0.4232097115,0.1673360107,0.8777852802,0.4521817771,-0.8407129246,-0.2236886254,-0.2565818831,0.156424581
90.98,90.11,90.25,90.49,90.17,89.79,89.64,88.86,88.46,89.21,89.41,89.64,-0.1551246537,-0.2652226765,0.3548852168,0.4232097115,0.1673360107,0.8777852802,0.4521817771,-0.8407129246,-0.2236886254,-0.2565818831
92.92,90.98,90.11,90.25,90.49,90.17,89.79,89.64,88.86,88.46,89.21,89.41,0.9654866275,-0.1551246537,-0.2652226765,0.3548852168,0.4232097115,0.1673360107,0.8777852802,0.4521817771,-0.8407129246,-0.2236886254
94.45,92.92,90.98,90.11,90.25,90.49,90.17,89.79,89.64,88.86,88.46,89.21,2.132336777,0.9654866275,-0.1551246537,-0.2652226765,0.3548852168,0.4232097115,0.1673360107,0.8777852802,0.4521817771,-0.8407129246
93.43,94.45,92.92,90.98,90.11,90.25,90.49,90.17,89.79,89.64,88.86,88.46,1.646577701,2.132336777,0.9654866275,-0.1551246537,-0.2652226765,0.3548852168,0.4232097115,0.1673360107,0.8777852802,0.4521817771
93.86,93.43,94.45,92.92,90.98,90.11,90.25,90.49,90.17,89.79,89.64,88.86,-1.079936474,1.646577701,2.132336777,0.9654866275,-0.1551246537,-0.2652226765,0.3548852168,0.4232097115,0.1673360107,0.8777852802
94.54,93.86,93.43,94.45,92.92,90.98,90.11,90.25,90.49,90.17,89.79,89.64,0.460237611,-1.079936474,1.646577701,2.132336777,0.9654866275,-0.1551246537,-0.2652226765,0.3548852168,0.4232097115,0.1673360107
94.34,94.54,93.86,93.43,94.45,92.92,90.98,90.11,90.25,90.49,90.17,89.79,0.724483273,0.460237611,-1.079936474,1.646577701,2.132336777,0.9654866275,-0.1551246537,-0.2652226765,0.3548852168,0.4232097115
95.77,94.34,94.54,93.86,93.43,94.45,92.92,90.98,90.11,90.25,90.49,90.17,-0.2115506664,0.724483273,0.460237611,-1.079936474,1.646577701,2.132336777,0.9654866275,-0.1551246537,-0.2652226765,0.3548852168
96.64,95.77,94.34,94.54,93.86,93.43,94.45,92.92,90.98,90.11,90.25,90.49,1.515793937,-0.2115506664,0.724483273,0.460237611,-1.079936474,1.646577701,2.132336777,0.9654866275,-0.1551246537,-0.2652226765
96.82,96.64,95.77,94.34,94.54,93.86,93.43,94.45,92.92,90.98,90.11,90.25,0.9084264383,1.515793937,-0.2115506664,0.724483273,0.460237611,-1.079936474,1.646577701,2.132336777,0.9654866275,-0.1551246537
95.86,96.82,96.64,95.77,94.34,94.54,93.86,93.43,94.45,92.92,90.98,90.11,0.1862582781,0.9084264383,1.515793937,-0.2115506664,0.724483273,0.460237611,-1.079936474,1.646577701,2.132336777,0.9654866275
96.83,95.86,96.82,96.64,95.77,94.34,94.54,93.86,93.43,94.45,92.92,90.98,-0.9915306755,0.1862582781,0.9084264383,1.515793937,-0.2115506664,0.724483273,0.460237611,-1.079936474,1.646577701,2.132336777
97.67,96.83,95.86,96.82,96.64,95.77,94.34,94.54,93.86,93.43,94.45,92.92,1.011892343,-0.9915306755,0.1862582781,0.9084264383,1.515793937,-0.2115506664,0.724483273,0.460237611,-1.079936474,1.646577701
97.25,97.67,96.83,95.86,96.82,96.64,95.77,94.34,94.54,93.86,93.43,94.45,0.8674997418,1.011892343,-0.9915306755,0.1862582781,0.9084264383,1.515793937,-0.2115506664,0.724483273,0.460237611,-1.079936474
96.26,97.25,97.67,96.83,95.86,96.82,96.64,95.77,94.34,94.54,93.86,93.43,-0.4300194533,0.8674997418,1.011892343,-0.9915306755,0.1862582781,0.9084264383,1.515793937,-0.2115506664,0.724483273,0.460237611
95.93,96.26,97.25,97.67,96.83,95.86,96.82,96.64,95.77,94.34,94.54,93.86,-1.017994859,-0.4300194533,0.8674997418,1.011892343,-0.9915306755,0.1862582781,0.9084264383,1.515793937,-0.2115506664,0.724483273
96.53,95.93,96.26,97.25,97.67,96.83,95.86,96.82,96.64,95.77,94.34,94.54,-0.342821525,-1.017994859,-0.4300194533,0.8674997418,1.011892343,-0.9915306755,0.1862582781,0.9084264383,1.515793937,-0.2115506664
96.19,96.53,95.93,96.26,97.25,97.67,96.83,95.86,96.82,96.64,95.77,94.34,0.6254560617,-0.342821525,-1.017994859,-0.4300194533,0.8674997418,1.011892343,-0.9915306755,0.1862582781,0.9084264383,1.515793937
95.9,96.19,96.53,95.93,96.26,97.25,97.67,96.83,95.86,96.82,96.64,95.77,-0.3522221071,0.6254560617,-0.342821525,-1.017994859,-0.4300194533,0.8674997418,1.011892343,-0.9915306755,0.1862582781,0.9084264383
95.92,95.9,96.19,96.53,95.93,96.26,97.25,97.67,96.83,95.86,96.82,96.64,-0.301486641,-0.3522221071,0.6254560617,-0.342821525,-1.017994859,-0.4300194533,0.8674997418,1.011892343,-0.9915306755,0.1862582781
97.2,95.92,95.9,96.19,96.53,95.93,96.26,97.25,97.67,96.83,95.86,96.82,0.02085505735,-0.301486641,-0.3522221071,0.6254560617,-0.342821525,-1.017994859,-0.4300194533,0.8674997418,1.011892343,-0.9915306755
98.07,97.2,95.92,95.9,96.19,96.53,95.93,96.26,97.25,97.67,96.83,95.86,1.334445371,0.02085505735,-0.301486641,-0.3522221071,0.6254560617,-0.342821525,-1.017994859,-0.4300194533,0.8674997418,1.011892343
98.76,98.07,97.2,95.92,95.9,96.19,96.53,95.93,96.26,97.25,97.67,96.83,0.8950617284,1.334445371,0.02085505735,-0.301486641,-0.3522221071,0.6254560617,-0.342821525,-1.017994859,-0.4300194533,0.8674997418
99.35,98.76,98.07,97.2,95.92,95.9,96.19,96.53,95.93,96.26,97.25,97.67,0.7035790762,0.8950617284,1.334445371,0.02085505735,-0.301486641,-0.3522221071,0.6254560617,-0.342821525,-1.017994859,-0.4300194533
99.6,99.35,98.76,98.07,97.2,95.92,95.9,96.19,96.53,95.93,96.26,97.25,0.5974078574,0.7035790762,0.8950617284,1.334445371,0.02085505735,-0.301486641,-0.3522221071,0.6254560617,-0.342821525,-1.017994859
98.62,99.6,99.35,98.76,98.07,97.2,95.92,95.9,96.19,96.53,95.93,96.26,0.2516356316,0.5974078574,0.7035790762,0.8950617284,1.334445371,0.02085505735,-0.301486641,-0.3522221071,0.6254560617,-0.342821525
98.12,98.62,99.6,99.35,98.76,98.07,97.2,95.92,95.9,96.19,96.53,95.93,-0.983935743,0.2516356316,0.5974078574,0.7035790762,0.8950617284,1.334445371,0.02085505735,-0.301486641,-0.3522221071,0.6254560617
99.09,98.12,98.62,99.6,99.35,98.76,98.07,97.2,95.92,95.9,96.19,96.53,-0.5069965524,-0.983935743,0.2516356316,0.5974078574,0.7035790762,0.8950617284,1.334445371,0.02085505735,-0.301486641,-0.3522221071
98.05,99.09,98.12,98.62,99.6,99.35,98.76,98.07,97.2,95.92,95.9,96.19,0.9885854056,-0.5069965524,-0.983935743,0.2516356316,0.5974078574,0.7035790762,0.8950617284,1.334445371,0.02085505735,-0.301486641
97.08,98.05,99.09,98.12,98.62,99.6,99.35,98.76,98.07,97.2,95.92,95.9,-1.049550913,0.9885854056,-0.5069965524,-0.983935743,0.2516356316,0.5974078574,0.7035790762,0.8950617284,1.334445371,0.02085505735
96.8,97.08,98.05,99.09,98.12,98.62,99.6,99.35,98.76,98.07,97.2,95.92,-0.989291178,-1.049550913,0.9885854056,-0.5069965524,-0.983935743,0.2516356316,0.5974078574,0.7035790762,0.8950617284,1.334445371
96.58,96.8,97.08,98.05,99.09,98.12,98.62,99.6,99.35,98.76,98.07,97.2,-0.2884219201,-0.989291178,-1.049550913,0.9885854056,-0.5069965524,-0.983935743,0.2516356316,0.5974078574,0.7035790762,0.8950617284
96.86,96.58,96.8,97.08,98.05,99.09,98.12,98.62,99.6,99.35,98.76,98.07,-0.2272727273,-0.2884219201,-0.989291178,-1.049550913,0.9885854056,-0.5069965524,-0.983935743,0.2516356316,0.5974078574,0.7035790762
97.24,96.86,96.58,96.8,97.08,98.05,99.09,98.12,98.62,99.6,99.35,98.76,0.2899150963,-0.2272727273,-0.2884219201,-0.989291178,-1.049550913,0.9885854056,-0.5069965524,-0.983935743,0.2516356316,0.5974078574
97.35,97.24,96.86,96.58,96.8,97.08,98.05,99.09,98.12,98.62,99.6,99.35,0.3923188107,0.2899150963,-0.2272727273,-0.2884219201,-0.989291178,-1.049550913,0.9885854056,-0.5069965524,-0.983935743,0.2516356316
98.14,97.35,97.24,96.86,96.58,96.8,97.08,98.05,99.09,98.12,98.62,99.6,0.1131221719,0.3923188107,0.2899150963,-0.2272727273,-0.2884219201,-0.989291178,-1.049550913,0.9885854056,-0.5069965524,-0.983935743
99.95,98.14,97.35,97.24,96.86,96.58,96.8,97.08,98.05,99.09,98.12,98.62,0.8115048793,0.1131221719,0.3923188107,0.2899150963,-0.2272727273,-0.2884219201,-0.989291178,-1.049550913,0.9885854056,-0.5069965524
100.32,99.95,98.14,97.35,97.24,96.86,96.58,96.8,97.08,98.05,99.09,98.12,1.844304055,0.8115048793,0.1131221719,0.3923188107,0.2899150963,-0.2272727273,-0.2884219201,-0.989291178,-1.049550913,0.9885854056
100.12,100.32,99.95,98.14,97.35,97.24,96.86,96.58,96.8,97.08,98.05,99.09,0.3701850925,1.844304055,0.8115048793,0.1131221719,0.3923188107,0.2899150963,-0.2272727273,-0.2884219201,-0.989291178,-1.049550913
100.21,100.12,100.32,99.95,98.14,97.35,97.24,96.86,96.58,96.8,97.08,98.05,-0.1993620415,0.3701850925,1.844304055,0.8115048793,0.1131221719,0.3923188107,0.2899150963,-0.2272727273,-0.2884219201,-0.989291178
99.93,100.21,100.12,100.32,99.95,98.14,97.35,97.24,96.86,96.58,96.8,97.08,0.08989212944,-0.1993620415,0.3701850925,1.844304055,0.8115048793,0.1131221719,0.3923188107,0.2899150963,-0.2272727273,-0.2884219201
99.55,99.93,100.21,100.12,100.32,99.95,98.14,97.35,97.24,96.86,96.58,96.8,-0.2794132322,0.08989212944,-0.1993620415,0.3701850925,1.844304055,0.8115048793,0.1131221719,0.3923188107,0.2899150963,-0.2272727273
99.57,99.55,99.93,100.21,100.12,100.32,99.95,98.14,97.35,97.24,96.86,96.58,-0.3802661863,-0.2794132322,0.08989212944,-0.1993620415,0.3701850925,1.844304055,0.8115048793,0.1131221719,0.3923188107,0.2899150963
99.48,99.57,99.55,99.93,100.21,100.12,100.32,99.95,98.14,97.35,97.24,96.86,0.02009040683,-0.3802661863,-0.2794132322,0.08989212944,-0.1993620415,0.3701850925,1.844304055,0.8115048793,0.1131221719,0.3923188107
98.34,99.48,99.57,99.55,99.93,100.21,100.12,100.32,99.95,98.14,97.35,97.24,-0.09038867129,0.02009040683,-0.3802661863,-0.2794132322,0.08989212944,-0.1993620415,0.3701850925,1.844304055,0.8115048793,0.1131221719
97.42,98.34,99.48,99.57,99.55,99.93,100.21,100.12,100.32,99.95,98.14,97.35,-1.145958987,-0.09038867129,0.02009040683,-0.3802661863,-0.2794132322,0.08989212944,-0.1993620415,0.3701850925,1.844304055,0.8115048793
97.49,97.42,98.34,99.48,99.57,99.55,99.93,100.21,100.12,100.32,99.95,98.14,-0.9355297946,-1.145958987,-0.09038867129,0.02009040683,-0.3802661863,-0.2794132322,0.08989212944,-0.1993620415,0.3701850925,1.844304055
96.51,97.49,97.42,98.34,99.48,99.57,99.55,99.93,100.21,100.12,100.32,99.95,0.07185382878,-0.9355297946,-1.145958987,-0.09038867129,0.02009040683,-0.3802661863,-0.2794132322,0.08989212944,-0.1993620415,0.3701850925
96.01,96.51,97.49,97.42,98.34,99.48,99.57,99.55,99.93,100.21,100.12,100.32,-1.005231306,0.07185382878,-0.9355297946,-1.145958987,-0.09038867129,0.02009040683,-0.3802661863,-0.2794132322,0.08989212944,-0.1993620415
96.24,96.01,96.51,97.49,97.42,98.34,99.48,99.57,99.55,99.93,100.21,100.12,-0.5180810279,-1.005231306,0.07185382878,-0.9355297946,-1.145958987,-0.09038867129,0.02009040683,-0.3802661863,-0.2794132322,0.08989212944
95.85,96.24,96.01,96.51,97.49,97.42,98.34,99.48,99.57,99.55,99.93,100.21,0.2395583793,-0.5180810279,-1.005231306,0.07185382878,-0.9355297946,-1.145958987,-0.09038867129,0.02009040683,-0.3802661863,-0.2794132322
94.6,95.85,96.24,96.01,96.51,97.49,97.42,98.34,99.48,99.57,99.55,99.93,-0.4052369077,0.2395583793,-0.5180810279,-1.005231306,0.07185382878,-0.9355297946,-1.145958987,-0.09038867129,0.02009040683,-0.3802661863
94.98,94.6,95.85,96.24,96.01,96.51,97.49,97.42,98.34,99.48,99.57,99.55,-1.304121022,-0.4052369077,0.2395583793,-0.5180810279,-1.005231306,0.07185382878,-0.9355297946,-1.145958987,-0.09038867129,0.02009040683
95.4,94.98,94.6,95.85,96.24,96.01,96.51,97.49,97.42,98.34,99.48,99.57,0.4016913319,-1.304121022,-0.4052369077,0.2395583793,-0.5180810279,-1.005231306,0.07185382878,-0.9355297946,-1.145958987,-0.09038867129
95.57,95.4,94.98,94.6,95.85,96.24,96.01,96.51,97.49,97.42,98.34,99.48,0.4421983575,0.4016913319,-1.304121022,-0.4052369077,0.2395583793,-0.5180810279,-1.005231306,0.07185382878,-0.9355297946,-1.145958987
