Close,1,2,3,4,5,6,7,8,9,10,11,1P,2P,3P,4P,5P,6P,7P,8P,9P,10P
234.67,236.55,233.19,232.51,231.69,226.58,225.57,225.13,224.34,224.38,225.42,226.92,1.440885115,0.2924605393,0.3539211878,2.255274075,0.4477545773,0.1954426331,0.352144067,-0.01782690079,-0.461361015,-0.6610259122
235.78,234.67,236.55,233.19,232.51,231.69,226.58,225.57,225.13,224.34,224.38,225.42,-0.7947579793,1.440885115,0.2924605393,0.3539211878,2.255274075,0.4477545773,0.1954426331,0.352144067,-0.01782690079,-0.461361015
235.6,235.78,234.67,236.55,233.19,232.51,231.69,226.58,225.57,225.13,224.34,224.38,0.4730046448,-0.7947579793,1.440885115,0.2924605393,0.3539211878,2.255274075,0.4477545773,0.1954426331,0.352144067,-0.01782690079
236.54,235.6,235.78,234.67,236.55,233.19,232.51,231.69,226.58,225.57,225.13,224.34,-0.07634235304,0.4730046448,-0.7947579793,1.440885115,0.2924605393,0.3539211878,2.255274075,0.4477545773,0.1954426331,0.352144067
233.34,236.54,235.6,235.78,234.67,236.55,233.19,232.51,231.69,226.58,225.57,225.13,0.3989813243,-0.07634235304,0.4730046448,-0.7947579793,1.440885115,0.2924605393,0.3539211878,2.255274075,0.4477545773,0.1954426331
235.33,233.34,236.54,235.6,235.78,234.67,236.55,233.19,232.51,231.69,226.58,225.57,-1.35283673,0.3989813243,-0.07634235304,0.4730046448,-0.7947579793,1.440885115,0.2924605393,0.3539211878,2.255274075,0.4477545773
234.72,235.33,233.34,236.54,235.6,235.78,234.67,236.55,233.19,232.51,231.69,226.58,0.8528327762,-1.35283673,0.3989813243,-0.07634235304,0.4730046448,-0.7947579793,1.440885115,0.2924605393,0.3539211878,2.255274075
237.3,234.72,235.33,233.34,236.54,235.6,235.78,234.67,236.55,233.19,232.51,231.69,-0.2592104704,0.8528327762,-1.35283673,0.3989813243,-0.07634235304,0.4730046448,-0.7947579793,1.440885115,0.2924605393,0.3539211878
238.97,237.3,234.72,235.33,233.34,236.54,235.6,235.78,234.67,236.55,233.19,232.51,1.099182004,-0.2592104704,0.8528327762,-1.35283673,0.3989813243,-0.07634235304,0.4730046448,-0.7947579793,1.440885115,0.2924605393
238.9,238.97,237.3,234.72,235.33,233.34,236.54,235.6,235.78,234.67,236.55,233.19,0.7037505268,1.099182004,-0.2592104704,0.8528327762,-1.35283673,0.3989813243,-0.07634235304,0.4730046448,-0.7947579793,1.440885115
235.14,238.9,238.97,237.3,234.72,235.33,233.34,236.54,235.6,235.78,234.67,236.55,-0.0292923798,0.7037505268,1.099182004,-0.2592104704,0.8528327762,-1.35283673,0.3989813243,-0.07634235304,0.4730046448,-0.7947579793
235.71,235.14,238.9,238.97,237.3,234.72,235.33,233.34,236.54,235.6,235.78,234.67,-1.573880285,-0.0292923798,0.7037505268,1.099182004,-0.2592104704,0.8528327762,-1.35283673,0.3989813243,-0.07634235304,0.4730046448
232.47,235.71,235.14,238.9,238.97,237.3,234.72,235.33,233.34,236.54,235.6,235.78,0.2424087777,-1.573880285,-0.0292923798,0.7037505268,1.099182004,-0.2592104704,0.8528327762,-1.35283673,0.3989813243,-0.07634235304
228.69,232.47,235.71,235.14,238.9,238.97,237.3,234.72,235.33,233.34,236.54,235.6,-1.374570447,0.2424087777,-1.573880285,-0.0292923798,0.7037505268,1.099182004,-0.2592104704,0.8528327762,-1.35283673,0.3989813243
228.63,228.69,232.47,235.71,235.14,238.9,238.97,237.3,234.72,235.33,233.34,236.54,-1.62601626,-1.374570447,0.2424087777,-1.573880285,-0.0292923798,0.7037505268,1.099182004,-0.2592104704,0.8528327762,-1.35283673
233.52,228.63,228.69,232.47,235.71,235.14,238.9,238.97,237.3,234.72,235.33,233.34,-0.02623638987,-1.62601626,-1.374570447,0.2424087777,-1.573880285,-0.0292923798,0.7037505268,1.099182004,-0.2592104704,0.8528327762
233.75,233.52,228.63,228.69,232.47,235.71,235.14,238.9,238.97,237.3,234.72,235.33,2.138826926,-0.02623638987,-1.62601626,-1.374570447,0.2424087777,-1.573880285,-0.0292923798,0.7037505268,1.099182004,-0.2592104704
236.44,233.75,233.52,228.63,228.69,232.47,235.71,235.14,238.9,238.97,237.3,234.72,0.09849263446,2.138826926,-0.02623638987,-1.62601626,-1.374570447,0.2424087777,-1.573880285,-0.0292923798,0.7037505268,1.099182004
235.97,236.44,233.75,233.52,228.63,228.69,232.47,235.71,235.14,238.9,238.97,237.3,1.150802139,0.09849263446,2.138826926,-0.02623638987,-1.62601626,-1.374570447,0.2424087777,-1.573880285,-0.0292923798,0.7037505268
237.28,235.97,236.44,233.75,233.52,228.63,228.69,232.47,235.71,235.14,238.9,238.97,-0.198781932,1.150802139,0.09849263446,2.138826926,-0.02623638987,-1.62601626,-1.374570447,0.2424087777,-1.573880285,-0.0292923798
237.73,237.28,235.97,236.44,233.75,233.52,228.63,228.69,232.47,235.71,235.14,238.9,0.5551553164,-0.198781932,1.150802139,0.09849263446,2.138826926,-0.02623638987,-1.62601626,-1.374570447,0.2424087777,-1.573880285
242.22,237.73,237.28,235.97,236.44,233.75,233.52,228.63,228.69,232.47,235.71,235.14,0.1896493594,0.5551553164,-0.198781932,1.150802139,0.09849263446,2.138826926,-0.02623638987,-1.62601626,-1.374570447,0.2424087777
243.03,242.22,237.73,237.28,235.97,236.44,233.75,233.52,228.63,228.69,232.47,235.71,1.888697262,0.1896493594,0.5551553164,-0.198781932,1.150802139,0.09849263446,2.138826926,-0.02623638987,-1.62601626,-1.374570447
242.38,243.03,242.22,237.73,237.28,235.97,236.44,233.75,233.52,228.63,228.69,232.47,0.3344067377,1.888697262,0.1896493594,0.5551553164,-0.198781932,1.150802139,0.09849263446,2.138826926,-0.02623638987,-1.62601626
244.74,242.38,243.03,242.22,237.73,237.28,235.97,236.44,233.75,233.52,228.63,228.69,-0.2674566926,0.3344067377,1.888697262,0.1896493594,0.5551553164,-0.198781932,1.150802139,0.09849263446,2.138826926,-0.02623638987
242.42,244.74,242.38,243.03,242.22,237.73,237.28,235.97,236.44,233.75,233.52,228.63,0.9736776962,-0.2674566926,0.3344067377,1.888697262,0.1896493594,0.5551553164,-0.198781932,1.150802139,0.09849263446,2.138826926
241.75,242.42,244.74,242.38,243.03,242.22,237.73,237.28,235.97,236.44,233.75,233.52,-0.9479447577,0.9736776962,-0.2674566926,0.3344067377,1.888697262,0.1896493594,0.5551553164,-0.198781932,1.150802139,0.09849263446
242.02,241.75,242.42,244.74,242.38,243.03,242.22,237.73,237.28,235.97,236.44,233.75,-0.2763798366,-0.9479447577,0.9736776962,-0.2674566926,0.3344067377,1.888697262,0.1896493594,0.5551553164,-0.198781932,1.150802139
242.29,242.02,241.75,242.42,244.74,242.38,243.03,242.22,237.73,237.28,235.97,236.44,0.1116856256,-0.2763798366,-0.9479447577,0.9736776962,-0.2674566926,0.3344067377,1.888697262,0.1896493594,0.5551553164,-0.198781932
243.08,242.29,242.02,241.75,242.42,244.74,242.38,243.03,242.22,237.73,237.28,235.97,0.111561028,0.1116856256,-0.2763798366,-0.9479447577,0.9736776962,-0.2674566926,0.3344067377,1.888697262,0.1896493594,0.5551553164
240.51,243.08,242.29,242.02,241.75,242.42,244.74,242.38,243.03,242.22,237.73,237.28,0.3260555533,0.111561028,0.1116856256,-0.2763798366,-0.9479447577,0.9736776962,-0.2674566926,0.3344067377,1.888697262,0.1896493594
235.52,240.51,243.08,242.29,242.02,241.75,242.42,244.74,242.38,243.03,242.22,237.73,-1.057265098,0.3260555533,0.111561028,0.1116856256,-0.2763798366,-0.9479447577,0.9736776962,-0.2674566926,0.3344067377,1.888697262
235.16,235.52,240.51,243.08,242.29,242.02,241.75,242.42,244.74,242.38,243.03,242.22,-2.074757806,-1.057265098,0.3260555533,0.111561028,0.1116856256,-0.2763798366,-0.9479447577,0.9736776962,-0.2674566926,0.3344067377
234.79,235.16,235.52,240.51,243.08,242.29,242.02,241.75,242.42,244.74,242.38,243.03,-0.1528532609,-2.074757806,-1.057265098,0.3260555533,0.111561028,0.1116856256,-0.2763798366,-0.9479447577,0.9736776962,-0.2674566926
237.73,234.79,235.16,235.52,240.51,243.08,242.29,242.02,241.75,242.42,244.74,242.38,-0.1573396836,-0.1528532609,-2.074757806,-1.057265098,0.3260555533,0.111561028,0.1116856256,-0.2763798366,-0.9479447577,0.9736776962
237.24,237.73,234.79,235.16,235.52,240.51,243.08,242.29,242.02,241.75,242.42,244.74,1.252182802,-0.1573396836,-0.1528532609,-2.074757806,-1.057265098,0.3260555533,0.111561028,0.1116856256,-0.2763798366,-0.9479447577
236.08,237.24,237.73,234.79,235.16,235.52,240.51,243.08,242.29,242.02,241.75,242.42,-0.2061161822,1.252182802,-0.1573396836,-0.1528532609,-2.074757806,-1.057265098,0.3260555533,0.111561028,0.1116856256,-0.2763798366
237.13,236.08,237.24,237.73,234.79,235.16,235.52,240.51,243.08,242.29,242.02,241.75,-0.4889563311,-0.2061161822,1.252182802,-0.1573396836,-0.1528532609,-2.074757806,-1.057265098,0.3260555533,0.111561028,0.1116856256
237.85,237.13,236.08,237.24,237.73,234.79,235.16,235.52,240.51,243.08,242.29,242.02,0.4447644866,-0.4889563311,-0.2061161822,1.252182802,-0.1573396836,-0.1528532609,-2.074757806,-1.057265098,0.3260555533,0.111561028
237.58,237.85,237.13,236.08,237.24,237.73,234.79,235.16,235.52,240.51,243.08,242.29,0.3036309197,0.4447644866,-0.4889563311,-0.2061161822,1.252182802,-0.1573396836,-0.1528532609,-2.074757806,-1.057265098,0.3260555533
236.41,237.58,237.85,237.13,236.08,237.24,237.73,234.79,235.16,235.52,240.51,243.08,-0.1135169224,0.3036309197,0.4447644866,-0.4889563311,-0.2061161822,1.252182802,-0.1573396836,-0.1528532609,-2.074757806,-1.057265098
237.54,236.41,237.58,237.85,237.13,236.08,237.24,237.73,234.79,235.16,235.52,240.51,-0.4924656958,-0.1135169224,0.3036309197,0.4447644866,-0.4889563311,-0.2061161822,1.252182802,-0.1573396836,-0.1528532609,-2.074757806
234.43,237.54,236.41,237.58,237.85,237.13,236.08,237.24,237.73,234.79,235.16,235.52,0.4779831648,-0.4924656958,-0.1135169224,0.3036309197,0.4447644866,-0.4889563311,-0.2061161822,1.252182802,-0.1573396836,-0.1528532609
232.76,234.43,237.54,236.41,237.58,237.85,237.13,236.08,237.24,237.73,234.79,235.16,-1.309253178,0.4779831648,-0.4924656958,-0.1135169224,0.3036309197,0.4447644866,-0.4889563311,-0.2061161822,1.252182802,-0.1573396836
233.2,232.76,234.43,237.54,236.41,237.58,237.85,237.13,236.08,237.24,237.73,234.79,-0.7123661647,-1.309253178,0.4779831648,-0.4924656958,-0.1135169224,0.3036309197,0.4447644866,-0.4889563311,-0.2061161822,1.252182802
236.11,233.2,232.76,234.43,237.54,236.41,237.58,237.85,237.13,236.08,237.24,237.73,0.1890359168,-0.7123661647,-1.309253178,0.4779831648,-0.4924656958,-0.1135169224,0.3036309197,0.4447644866,-0.4889563311,-0.2061161822
235.45,236.11,233.2,232.76,234.43,237.54,236.41,237.58,237.85,237.13,236.08,237.24,1.247855918,0.1890359168,-0.7123661647,-1.309253178,0.4779831648,-0.4924656958,-0.1135169224,0.3036309197,0.4447644866,-0.4889563311
240.12,235.45,236.11,233.2,232.76,234.43,237.54,236.41,237.58,237.85,237.13,236.08,-0.2795307272,1.247855918,0.1890359168,-0.7123661647,-1.309253178,0.4779831648,-0.4924656958,-0.1135169224,0.3036309197,0.4447644866
241.35,240.12,235.45,236.11,233.2,232.76,234.43,237.54,236.41,237.58,237.85,237.13,1.983435974,-0.2795307272,1.247855918,0.1890359168,-0.7123661647,-1.309253178,0.4779831648,-0.4924656958,-0.1135169224,0.3036309197
244.75,241.35,240.12,235.45,236.11,233.2,232.76,234.43,237.54,236.41,237.58,237.85,0.5122438781,1.983435974,-0.2795307272,1.247855918,0.1890359168,-0.7123661647,-1.309253178,0.4779831648,-0.4924656958,-0.1135169224
246.63,244.75,241.35,240.12,235.45,236.11,233.2,232.76,234.43,237.54,236.41,237.58,1.40874249,0.5122438781,1.983435974,-0.2795307272,1.247855918,0.1890359168,-0.7123661647,-1.309253178,0.4779831648,-0.4924656958
247.98,246.63,244.75,241.35,240.12,235.45,236.11,233.2,232.76,234.43,237.54,236.41,0.7681307457,1.40874249,0.5122438781,1.983435974,-0.2795307272,1.247855918,0.1890359168,-0.7123661647,-1.309253178,0.4779831648
247.35,247.98,246.63,244.75,241.35,240.12,235.45,236.11,233.2,232.76,234.43,237.54,0.5473786644,0.7681307457,1.40874249,0.5122438781,1.983435974,-0.2795307272,1.247855918,0.1890359168,-0.7123661647,-1.309253178
245.04,247.35,247.98,246.63,244.75,241.35,240.12,235.45,236.11,233.2,232.76,234.43,-0.2540527462,0.5473786644,0.7681307457,1.40874249,0.5122438781,1.983435974,-0.2795307272,1.247855918,0.1890359168,-0.7123661647
245.51,245.04,247.35,247.98,246.63,244.75,241.35,240.12,235.45,236.11,233.2,232.76,-0.9338993329,-0.2540527462,0.5473786644,0.7681307457,1.40874249,0.5122438781,1.983435974,-0.2795307272,1.247855918,0.1890359168
243.94,245.51,245.04,247.35,247.98,246.63,244.75,241.35,240.12,235.45,236.11,233.2,0.1918054195,-0.9338993329,-0.2540527462,0.5473786644,0.7681307457,1.40874249,0.5122438781,1.983435974,-0.2795307272,1.247855918
245.65,243.94,245.51,245.04,247.35,247.98,246.63,244.75,241.35,240.12,235.45,236.11,-0.6394851534,0.1918054195,-0.9338993329,-0.2540527462,0.5473786644,0.7681307457,1.40874249,0.5122438781,1.983435974,-0.2795307272
245.67,245.65,243.94,245.51,245.04,247.35,247.98,246.63,244.75,241.35,240.12,235.45,0.7009920472,-0.6394851534,0.1918054195,-0.9338993329,-0.2540527462,0.5473786644,0.7681307457,1.40874249,0.5122438781,1.983435974
239.96,245.67,245.65,243.94,245.51,245.04,247.35,247.98,246.63,244.75,241.35,240.12,0.00814166497,0.7009920472,-0.6394851534,0.1918054195,-0.9338993329,-0.2540527462,0.5473786644,0.7681307457,1.40874249,0.5122438781
239.58,239.96,245.67,245.65,243.94,245.51,245.04,247.35,247.98,246.63,244.75,241.35,-2.324256116,0.00814166497,0.7009920472,-0.6394851534,0.1918054195,-0.9338993329,-0.2540527462,0.5473786644,0.7681307457,1.40874249
241.13,239.58,239.96,245.67,245.65,243.94,245.51,245.04,247.35,247.98,246.63,244.75,-0.1583597266,-2.324256116,0.00814166497,0.7009920472,-0.6394851534,0.1918054195,-0.9338993329,-0.2540527462,0.5473786644,0.7681307457
241.49,241.13,239.58,239.96,245.67,245.65,243.94,245.51,245.04,247.35,247.98,246.63,0.646965523,-0.1583597266,-2.324256116,0.00814166497,0.7009920472,-0.6394851534,0.1918054195,-0.9338993329,-0.2540527462,0.5473786644
245.73,241.49,241.13,239.58,239.96,245.67,245.65,243.94,245.51,245.04,247.35,247.98,0.1492970597,0.646965523,-0.1583597266,-2.324256116,0.00814166497,0.7009920472,-0.6394851534,0.1918054195,-0.9338993329,-0.2540527462
246.13,245.73,241.49,241.13,239.58,239.96,245.67,245.65,243.94,245.51,245.04,247.35,1.755766284,0.1492970597,0.646965523,-0.1583597266,-2.324256116,0.00814166497,0.7009920472,-0.6394851534,0.1918054195,-0.9338993329
244.35,246.13,245.73,241.49,241.13,239.58,239.96,245.67,245.65,243.94,245.51,245.04,0.1627802873,1.755766284,0.1492970597,0.646965523,-0.1583597266,-2.324256116,0.00814166497,0.7009920472,-0.6394851534,0.1918054195
244.99,244.35,246.13,245.73,241.49,241.13,239.58,239.96,245.67,245.65,243.94,245.51,-0.7231950595,0.1627802873,1.755766284,0.1492970597,0.646965523,-0.1583597266,-2.324256116,0.00814166497,0.7009920472,-0.6394851534
244.06,244.99,244.35,246.13,245.73,241.49,241.13,239.58,239.96,245.67,245.65,243.94,0.2619193779,-0.7231950595,0.1627802873,1.755766284,0.1492970597,0.646965523,-0.1583597266,-2.324256116,0.00814166497,0.7009920472
247.96,244.06,244.99,244.35,246.13,245.73,241.49,241.13,239.58,239.96,245.67,245.65,-0.3796073309,0.2619193779,-0.7231950595,0.1627802873,1.755766284,0.1492970597,0.646965523,-0.1583597266,-2.324256116,0.00814166497
245.26,247.96,244.06,244.99,244.35,246.13,245.73,241.49,241.13,239.58,239.96,245.67,1.597967713,-0.3796073309,0.2619193779,-0.7231950595,0.1627802873,1.755766284,0.1492970597,0.646965523,-0.1583597266,-2.324256116
247.03,245.26,247.96,244.06,244.99,244.35,246.13,245.73,241.49,241.13,239.58,239.96,-1.088885304,1.597967713,-0.3796073309,0.2619193779,-0.7231950595,0.1627802873,1.755766284,0.1492970597,0.646965523,-0.1583597266
248.93,247.03,245.26,247.96,244.06,244.99,244.35,246.13,245.73,241.49,241.13,239.58,0.7216831118,-1.088885304,1.597967713,-0.3796073309,0.2619193779,-0.7231950595,0.1627802873,1.755766284,0.1492970597,0.646965523
248.74,248.93,247.03,245.26,247.96,244.06,244.99,244.35,246.13,245.73,241.49,241.13,0.7691373517,0.7216831118,-1.088885304,1.597967713,-0.3796073309,0.2619193779,-0.7231950595,0.1627802873,1.755766284,0.1492970597
249.6,248.74,248.93,247.03,245.26,247.96,244.06,244.99,244.35,246.13,245.73,241.49,-0.07632667818,0.7691373517,0.7216831118,-1.088885304,1.597967713,-0.3796073309,0.2619193779,-0.7231950595,0.1627802873,1.755766284
250.84,249.6,248.74,248.93,247.03,245.26,247.96,244.06,244.99,244.35,246.13,245.73,0.3457425424,-0.07632667818,0.7691373517,0.7216831118,-1.088885304,1.597967713,-0.3796073309,0.2619193779,-0.7231950595,0.1627802873
252.04,250.84,249.6,248.74,248.93,247.03,245.26,247.96,244.06,244.99,244.35,246.13,0.4967948718,0.3457425424,-0.07632667818,0.7691373517,0.7216831118,-1.088885304,1.597967713,-0.3796073309,0.2619193779,-0.7231950595
252.7,252.04,250.84,249.6,248.74,248.93,247.03,245.26,247.96,244.06,244.99,244.35,0.4783926009,0.4967948718,0.3457425424,-0.07632667818,0.7691373517,0.7216831118,-1.088885304,1.597967713,-0.3796073309,0.2619193779
251.79,252.7,252.04,250.84,249.6,248.74,248.93,247.03,245.26,247.96,244.06,244.99,0.2618631963,0.4783926009,0.4967948718,0.3457425424,-0.07632667818,0.7691373517,0.7216831118,-1.088885304,1.597967713,-0.3796073309
244.05,251.79,252.7,252.04,250.84,249.6,248.74,248.93,247.03,245.26,247.96,244.06,-0.3601108033,0.2618631963,0.4783926009,0.4967948718,0.3457425424,-0.07632667818,0.7691373517,0.7216831118,-1.088885304,1.597967713
241.59,244.05,251.79,252.7,252.04,250.84,249.6,248.74,248.93,247.03,245.26,247.96,-3.07399023,-0.3601108033,0.2618631963,0.4783926009,0.4967948718,0.3457425424,-0.07632667818,0.7691373517,0.7216831118,-1.088885304
242.82,241.59,244.05,251.79,252.7,252.04,250.84,249.6,248.74,248.93,247.03,245.26,-1.007990166,-3.07399023,-0.3601108033,0.2618631963,0.4783926009,0.4967948718,0.3457425424,-0.07632667818,0.7691373517,0.7216831118
243.01,242.82,241.59,244.05,251.79,252.7,252.04,250.84,249.6,248.74,248.93,247.03,0.5091270334,-1.007990166,-3.07399023,-0.3601108033,0.2618631963,0.4783926009,0.4967948718,0.3457425424,-0.07632667818,0.7691373517
242.22,243.01,242.82,241.59,244.05,251.79,252.7,252.04,250.84,249.6,248.74,248.93,0.07824726135,0.5091270334,-1.007990166,-3.07399023,-0.3601108033,0.2618631963,0.4783926009,0.4967948718,0.3457425424,-0.07632667818
238.11,242.22,243.01,242.82,241.59,244.05,251.79,252.7,252.04,250.84,249.6,248.74,-0.3250895025,0.07824726135,0.5091270334,-1.007990166,-3.07399023,-0.3601108033,0.2618631963,0.4783926009,0.4967948718,0.3457425424
233.66,238.11,242.22,243.01,242.82,241.59,244.05,251.79,252.7,252.04,250.84,249.6,-1.696804558,-0.3250895025,0.07824726135,0.5091270334,-1.007990166,-3.07399023,-0.3601108033,0.2618631963,0.4783926009,0.4967948718
235.01,233.66,238.11,242.22,243.01,242.82,241.59,244.05,251.79,252.7,252.04,250.84,-1.868884129,-1.696804558,-0.3250895025,0.07824726135,0.5091270334,-1.007990166,-3.07399023,-0.3601108033,0.2618631963,0.4783926009
236.07,235.01,233.66,238.11,242.22,243.01,242.82,241.59,244.05,251.79,252.7,252.04,0.577762561,-1.868884129,-1.696804558,-0.3250895025,0.07824726135,0.5091270334,-1.007990166,-3.07399023,-0.3601108033,0.2618631963
236.36,236.07,235.01,233.66,238.11,242.22,243.01,242.82,241.59,244.05,251.79,252.7,0.4510446364,0.577762561,-1.868884129,-1.696804558,-0.3250895025,0.07824726135,0.5091270334,-1.007990166,-3.07399023,-0.3601108033
236.24,236.36,236.07,235.01,233.66,238.11,242.22,243.01,242.82,241.59,244.05,251.79,0.1228449189,0.4510446364,0.577762561,-1.868884129,-1.696804558,-0.3250895025,0.07824726135,0.5091270334,-1.007990166,-3.07399023
238.18,236.24,236.36,236.07,235.01,233.66,238.11,242.22,243.01,242.82,241.59,244.05,-0.05077001185,0.1228449189,0.4510446364,0.577762561,-1.868884129,-1.696804558,-0.3250895025,0.07824726135,0.5091270334,-1.007990166
238.67,238.18,236.24,236.36,236.07,235.01,233.66,238.11,242.22,243.01,242.82,241.59,0.8211987809,-0.05077001185,0.1228449189,0.4510446364,0.577762561,-1.868884129,-1.696804558,-0.3250895025,0.07824726135,0.5091270334
237.95,238.67,238.18,236.24,236.36,236.07,235.01,233.66,238.11,242.22,243.01,242.82,0.2057267613,0.8211987809,-0.05077001185,0.1228449189,0.4510446364,0.577762561,-1.868884129,-1.696804558,-0.3250895025,0.07824726135
240.22,237.95,238.67,238.18,236.24,236.36,236.07,235.01,233.66,238.11,242.22,243.01,-0.3016717644,0.2057267613,0.8211987809,-0.05077001185,0.1228449189,0.4510446364,0.577762561,-1.868884129,-1.696804558,-0.3250895025
236.01,240.22,237.95,238.67,238.18,236.24,236.36,236.07,235.01,233.66,238.11,242.22,0.953981929,-0.3016717644,0.2057267613,0.8211987809,-0.05077001185,0.1228449189,0.4510446364,0.577762561,-1.868884129,-1.696804558
234.55,236.01,240.22,237.95,238.67,238.18,236.24,236.36,236.07,235.01,233.66,238.11,-1.752560153,0.953981929,-0.3016717644,0.2057267613,0.8211987809,-0.05077001185,0.1228449189,0.4510446364,0.577762561,-1.868884129
236.59,234.55,236.01,240.22,237.95,238.67,238.18,236.24,236.36,236.07,235.01,233.66,-0.6186178552,-1.752560153,0.953981929,-0.3016717644,0.2057267613,0.8211987809,-0.05077001185,0.1228449189,0.4510446364,0.577762561
236.12,236.59,234.55,236.01,240.22,237.95,238.67,238.18,236.24,236.36,236.07,235.01,0.8697505862,-0.6186178552,-1.752560153,0.953981929,-0.3016717644,0.2057267613,0.8211987809,-0.05077001185,0.1228449189,0.4510446364
234.91,236.12,236.59,234.55,236.01,240.22,237.95,238.67,238.18,236.24,236.36,236.07,-0.1986559026,0.8697505862,-0.6186178552,-1.752560153,0.953981929,-0.3016717644,0.2057267613,0.8211987809,-0.05077001185,0.1228449189
235.99,234.91,236.12,236.59,234.55,236.01,240.22,237.95,238.67,238.18,236.24,236.36,-0.512451296,-0.1986559026,0.8697505862,-0.6186178552,-1.752560153,0.953981929,-0.3016717644,0.2057267613,0.8211987809,-0.05077001185
237.03,235.99,234.91,236.12,236.59,234.55,236.01,240.22,237.95,238.67,238.18,236.24,0.4597505428,-0.512451296,-0.1986559026,0.8697505862,-0.6186178552,-1.752560153,0.953981929,-0.3016717644,0.2057267613,0.8211987809
236.84,237.03,235.99,234.91,236.12,236.59,234.55,236.01,240.22,237.95,238.67,238.18,0.4406966397,0.4597505428,-0.512451296,-0.1986559026,0.8697505862,-0.6186178552,-1.752560153,0.953981929,-0.3016717644,0.2057267613
237.04,236.84,237.03,235.99,234.91,236.12,236.59,234.55,236.01,240.22,237.95,238.67,-0.08015862971,0.4406966397,0.4597505428,-0.512451296,-0.1986559026,0.8697505862,-0.6186178552,-1.752560153,0.953981929,-0.3016717644
236.88,237.04,236.84,237.03,235.99,234.91,236.12,236.59,234.55,236.01,240.22,237.95,0.08444519507,-0.08015862971,0.4406966397,0.4597505428,-0.512451296,-0.1986559026,0.8697505862,-0.6186178552,-1.752560153,0.953981929
240.68,236.88,237.04,236.84,237.03,235.99,234.91,236.12,236.59,234.55,236.01,240.22,-0.06749915626,0.08444519507,-0.08015862971,0.4406966397,0.4597505428,-0.512451296,-0.1986559026,0.8697505862,-0.6186178552,-1.752560153
243.34,240.68,236.88,237.04,236.84,237.03,235.99,234.91,236.12,236.59,234.55,236.01,1.604187774,-0.06749915626,0.08444519507,-0.08015862971,0.4406966397,0.4597505428,-0.512451296,-0.1986559026,0.8697505862,-0.6186178552
245.67,243.34,240.68,236.88,237.04,236.84,237.03,235.99,234.91,236.12,236.59,234.55,1.105201928,1.604187774,-0.06749915626,0.08444519507,-0.08015862971,0.4406966397,0.4597505428,-0.512451296,-0.1986559026,0.8697505862
246.25,245.67,243.34,240.68,236.88,237.04,236.84,237.03,235.99,234.91,236.12,236.59,0.9575080135,1.105201928,1.604187774,-0.06749915626,0.08444519507,-0.08015862971,0.4406966397,0.4597505428,-0.512451296,-0.1986559026
247.15,246.25,245.67,243.34,240.68,236.88,237.04,236.84,237.03,235.99,234.91,236.12,0.2360890626,0.9575080135,1.105201928,1.604187774,-0.06749915626,0.08444519507,-0.08015862971,0.4406966397,0.4597505428,-0.512451296
247.38,247.15,246.25,245.67,243.34,240.68,236.88,237.04,236.84,237.03,235.99,234.91,0.3654822335,0.2360890626,0.9575080135,1.105201928,1.604187774,-0.06749915626,0.08444519507,-0.08015862971,0.4406966397,0.4597505428
246.51,247.38,247.15,246.25,245.67,243.34,240.68,236.88,237.04,236.84,237.03,235.99,0.09306089419,0.3654822335,0.2360890626,0.9575080135,1.105201928,1.604187774,-0.06749915626,0.08444519507,-0.08015862971,0.4406966397
249.77,246.51,247.38,247.15,246.25,245.67,243.34,240.68,236.88,237.04,236.84,237.03,-0.3516856658,0.09306089419,0.3654822335,0.2360890626,0.9575080135,1.105201928,1.604187774,-0.06749915626,0.08444519507,-0.08015862971
249.67,249.77,246.51,247.38,247.15,246.25,245.67,243.34,240.68,236.88,237.04,236.84,1.322461563,-0.3516856658,0.09306089419,0.3654822335,0.2360890626,0.9575080135,1.105201928,1.604187774,-0.06749915626,0.08444519507
250.19,249.67,249.77,246.51,247.38,247.15,246.25,245.67,243.34,240.68,236.88,237.04,-0.04003683389,1.322461563,-0.3516856658,0.09306089419,0.3654822335,0.2360890626,0.9575080135,1.105201928,1.604187774,-0.06749915626
247.81,250.19,249.67,249.77,246.51,247.38,247.15,246.25,245.67,243.34,240.68,236.88,0.2082749229,-0.04003683389,1.322461563,-0.3516856658,0.09306089419,0.3654822335,0.2360890626,0.9575080135,1.105201928,1.604187774
252.84,247.81,250.19,249.67,249.77,246.51,247.38,247.15,246.25,245.67,243.34,240.68,-0.9512770295,0.2082749229,-0.04003683389,1.322461563,-0.3516856658,0.09306089419,0.3654822335,0.2360890626,0.9575080135,1.105201928
253.3,252.84,247.81,250.19,249.67,249.77,246.51,247.38,247.15,246.25,245.67,243.34,2.029780881,-0.9512770295,0.2082749229,-0.04003683389,1.322461563,-0.3516856658,0.09306089419,0.3654822335,0.2360890626,0.9575080135
252.84,253.3,252.84,247.81,250.19,249.67,249.77,246.51,247.38,247.15,246.25,245.67,0.1819332384,2.029780881,-0.9512770295,0.2082749229,-0.04003683389,1.322461563,-0.3516856658,0.09306089419,0.3654822335,0.2360890626
